order_delivered_customer_month,product_category_name_english,total_revenue,total_revenue_ranking,order_count,order_count_ranking
2018-06-01,music,162.0,60,4,58
2018-06-01,party_supplies,129.0,61,3,61
2018-06-01,home_comfort_2,26.0,64,1,62
2018-06-01,flowers,108.0,62,1,62
2018-06-01,fashion_childrens_clothes,90.0,63,1,62
2018-07-01,health_beauty,90568.0,2,697,1
2018-07-01,bed_bath_table,53824.0,4,516,2
2018-07-01,watches_gifts,91817.0,1,494,3
2018-07-01,housewares,52014.0,5,422,4
2018-07-01,sports_leisure,54825.0,3,389,5
2018-07-01,computers_accessories,38217.0,8,358,6
2018-07-01,furniture_decor,42477.0,7,334,7
2018-07-01,auto,43684.0,6,304,8
2018-07-01,baby,20036.0,10,180,9
2018-07-01,garden_tools,26815.0,9,167,10
2018-07-01,telephony,16199.0,15,165,11
2018-07-01,electronics,9731.0,20,161,12
2018-07-01,toys,16744.0,14,148,13
2018-07-01,perfumery,18650.0,12,138,14
2018-07-01,stationery,12038.0,18,129,15
2018-07-01,pet_shop,15588.0,16,124,16
2018-07-01,cool_stuff,19919.0,11,123,17
2018-07-01,construction_tools_construction,16979.0,13,102,18
2018-07-01,home_appliances,4651.0,33,68,19
2018-07-01,fashion_bags_accessories,4657.0,32,63,20
2018-07-01,home_construction,7423.0,25,61,21
2018-07-01,office_furniture,10315.0,19,59,22
2018-07-01,consoles_games,6896.0,26,54,23
2018-07-01,food,2246.0,41,43,24
2018-07-01,construction_tools_lights,6675.0,27,39,25
2018-07-01,luggage_accessories,3935.0,36,38,26
2018-07-01,furniture_living_room,5356.0,29,38,26
2018-07-01,,3534.0,39,37,28
2018-07-01,small_appliances,8507.0,22,34,29
2018-07-01,musical_instruments,9416.0,21,33,30
2018-07-01,audio,2525.0,40,26,31
2018-07-01,books_technical,1905.0,45,25,32
2018-07-01,agro_industry_and_commerce,5750.0,28,24,33
2018-07-01,books_general_interest,3820.0,37,24,33
2018-07-01,home_appliances_2,14032.0,17,23,35
2018-07-01,art,1914.0,44,21,36
2018-07-01,kitchen_dining_laundry_garden_furniture,4020.0,35,20,37
2018-07-01,signaling_and_security,4221.0,34,19,38
2018-07-01,costruction_tools_garden,1376.0,47,17,39
2018-07-01,industry_commerce_and_business,4930.0,30,17,39
2018-07-01,drinks,1053.0,49,16,41
2018-07-01,construction_tools_safety,2206.0,42,15,42
2018-07-01,home_confort,2148.0,43,14,43
2018-07-01,food_drink,583.0,52,12,44
2018-07-01,air_conditioning,1514.0,46,11,45
2018-07-01,fixed_telephony,8124.0,24,9,46
2018-07-01,small_appliances_home_oven_and_coffee,3651.0,38,8,47
2018-07-01,cine_photo,1136.0,48,8,47
2018-07-01,computers,8440.0,23,7,49
2018-07-01,christmas_supplies,280.0,58,7,49
2018-07-01,costruction_tools_tools,4872.0,31,6,51
2018-07-01,arts_and_craftmanship,387.0,56,6,51
2018-07-01,fashion_male_clothing,365.0,57,6,51
2018-07-01,books_imported,433.0,54,5,54
2018-07-01,market_place,394.0,55,4,55
2018-07-01,diapers_and_hygiene,194.0,59,4,55
2018-07-01,music,849.0,50,3,57
2018-07-01,furniture_bedroom,586.0,51,3,57
2018-07-01,fashion_shoes,469.0,53,3,57
2018-07-01,fashion_underwear_beach,110.0,61,2,60
2018-07-01,dvds_blu_ray,93.0,62,2,60
2018-07-01,party_supplies,58.0,63,2,60
2018-07-01,flowers,48.0,65,2,60
2018-07-01,home_comfort_2,26.0,66,1,64
2018-07-01,furniture_mattress_and_upholstery,130.0,60,1,64
2018-07-01,tablets_printing_image,50.0,64,1,64
2018-08-01,health_beauty,155806.0,1,981,1
2018-08-01,bed_bath_table,77979.0,4,702,2
2018-08-01,housewares,82728.0,3,700,3
2018-08-01,sports_leisure,64863.0,5,554,4
2018-08-01,watches_gifts,100749.0,2,539,5
2018-08-01,computers_accessories,54847.0,8,504,6
2018-08-01,auto,60326.0,6,450,7
2018-08-01,furniture_decor,56594.0,7,438,8
2018-08-01,telephony,51830.0,9,324,9
2018-08-01,baby,31463.0,12,286,10
2018-08-01,perfumery,32329.0,11,261,11
2018-08-01,stationery,23032.0,16,224,12
2018-08-01,pet_shop,32741.0,10,216,13
2018-08-01,toys,23233.0,15,192,14
2018-08-01,garden_tools,21908.0,17,154,15
2018-08-01,construction_tools_construction,26659.0,13,151,16
2018-08-01,electronics,13442.0,20,147,17
2018-08-01,fashion_bags_accessories,11130.0,22,147,17
2018-08-01,cool_stuff,25112.0,14,145,19
2018-08-01,food,9468.0,24,122,20
2018-08-01,home_appliances,8530.0,26,90,21
2018-08-01,luggage_accessories,8823.0,25,80,22
2018-08-01,office_furniture,16755.0,19,68,23
2018-08-01,consoles_games,7901.0,28,66,24
2018-08-01,construction_tools_lights,10025.0,23,66,24
2018-08-01,home_construction,8395.0,27,61,26
2018-08-01,furniture_living_room,7899.0,29,57,27
2018-08-01,,6182.0,33,52,28
2018-08-01,musical_instruments,11995.0,21,50,29
2018-08-01,books_general_interest,2715.0,43,42,30
2018-08-01,books_technical,1818.0,49,34,31
2018-08-01,small_appliances,7063.0,31,30,32
2018-08-01,drinks,1886.0,46,28,33
2018-08-01,audio,2470.0,44,28,33
2018-08-01,home_confort,3348.0,40,26,35
2018-08-01,construction_tools_safety,4373.0,37,26,35
2018-08-01,costruction_tools_garden,4547.0,35,24,37
2018-08-01,small_appliances_home_oven_and_coffee,4045.0,38,23,38
2018-08-01,kitchen_dining_laundry_garden_furniture,2889.0,41,23,38
2018-08-01,art,1841.0,48,23,38
2018-08-01,air_conditioning,4871.0,34,23,38
2018-08-01,agro_industry_and_commerce,7448.0,30,22,42
2018-08-01,food_drink,1335.0,50,21,43
2018-08-01,signaling_and_security,2410.0,45,21,43
2018-08-01,home_appliances_2,6770.0,32,20,45
2018-08-01,costruction_tools_tools,1842.0,47,17,46
2018-08-01,furniture_bedroom,3455.0,39,17,46
2018-08-01,computers,18181.0,18,15,48
2018-08-01,fixed_telephony,4423.0,36,14,49
2018-08-01,party_supplies,1285.0,51,14,49
2018-08-01,christmas_supplies,864.0,55,13,51
2018-08-01,arts_and_craftmanship,1169.0,52,13,51
2018-08-01,industry_commerce_and_business,2760.0,42,10,53
2018-08-01,market_place,980.0,54,9,54
2018-08-01,cine_photo,690.0,57,9,54
2018-08-01,fashion_shoes,1122.0,53,7,56
2018-08-01,music,498.0,58,6,57
2018-08-01,fashion_male_clothing,435.0,59,4,58
2018-08-01,diapers_and_hygiene,279.0,60,4,58
2018-08-01,books_imported,794.0,56,3,60
2018-08-01,fashion_underwear_beach,220.0,61,2,61
2018-08-01,fashio_female_clothing,130.0,62,2,61
2018-08-01,dvds_blu_ray,9.0,65,1,63
2018-08-01,fashion_sport,70.0,63,1,63
2018-08-01,home_comfort_2,13.0,64,1,63
2018-09-01,health_beauty,2729.0,1,8,1
2018-09-01,sports_leisure,864.0,5,7,2
2018-09-01,furniture_decor,466.0,8,6,3
2018-09-01,watches_gifts,1178.0,3,5,4
2018-09-01,housewares,636.0,6,4,5
2018-09-01,cool_stuff,625.0,7,4,5
2018-09-01,computers_accessories,326.0,11,4,5
2018-09-01,telephony,904.0,4,3,8
2018-09-01,bed_bath_table,346.0,10,3,8
2018-09-01,fashion_bags_accessories,100.0,15,2,10
2018-09-01,home_appliances_2,2350.0,2,1,11
2018-09-01,small_appliances,349.0,9,1,11
2018-09-01,auto,167.0,12,1,11
2018-09-01,construction_tools_lights,120.0,13,1,11
2018-09-01,electronics,104.0,14,1,11
2018-09-01,market_place,60.0,16,1,11
2018-09-01,costruction_tools_tools,43.0,17,1,11
2018-09-01,home_appliances,41.0,18,1,11
2018-09-01,construction_tools_construction,39.0,19,1,11
2018-09-01,stationery,24.0,20,1,11
2018-10-01,watches_gifts,179.0,1,1,1
2018-10-01,furniture_decor,70.0,2,1,1
2018-10-01,bed_bath_table,26.0,3,1,1
